[21:48:59][modifier.cpp:1344]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- planet_sr_miners_society_research_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_society_research_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_engineering_research_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_engineering_research_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_influence_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_influence_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_unity_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_unity_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_consumer_goods_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_consumer_goods_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_alloys_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_alloys_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_volatile_motes_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_volatile_motes_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_exotic_gases_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_exotic_gases_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_rare_crystals_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_rare_crystals_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_living_metal_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_living_metal_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_zro_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_zro_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_dark_matter_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_dark_matter_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_nanites_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_nanites_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_minor_artifacts_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_minor_artifacts_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_menace_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_menace_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_larva_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_larva_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_strange_matter_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_strange_matter_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_quark_gluon_plasma_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_quark_gluon_plasma_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_antimatter_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_antimatter_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_eludium_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_eludium_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_acean_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_acean_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_rad_bloom_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_rad_bloom_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_sr_tiyanki_parts_produces_mult, Category: Pops, AI Economy
- planet_sr_miners_sr_tiyanki_parts_upkeep_add, Category: Pops, AI Economy
- planet_sr_miners_produces_mult, Category: Pops, AI Economy
- planet_livestock_time_produces_add, Category: Pops, AI Economy
- planet_livestock_energy_produces_add, Category: Pops, AI Economy
- planet_livestock_minerals_produces_add, Category: Pops, AI Economy
- planet_livestock_food_produces_add, Category: Pops, AI Economy
- planet_livestock_physics_research_produces_add, Category: Pops, AI Economy
- planet_livestock_society_research_produces_add, Category: Pops, AI Economy
- planet_livestock_engineering_research_produces_add, Category: Pops, AI Economy
- planet_livestock_influence_produces_add, Category: Pops, AI Economy
- planet_livestock_unity_produces_add, Category: Pops, AI Economy
- planet_livestock_consumer_goods_produces_add, Category: Pops, AI Economy
- planet_livestock_alloys_produces_add, Category: Pops, AI Economy
- planet_livestock_volatile_motes_produces_add, Category: Pops, AI Economy
- planet_livestock_exotic_gases_produces_add, Category: Pops, AI Economy
- planet_livestock_rare_crystals_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_living_metal_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_zro_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_dark_matter_produces_add, Category: Pops, AI Economy
- planet_livestock_nanites_produces_add, Category: Pops, AI Economy
- planet_livestock_minor_artifacts_produces_add, Category: Pops, AI Economy
- planet_livestock_menace_produces_add, Category: Pops, AI Economy
- planet_livestock_larva_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_strange_matter_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_quark_gluon_plasma_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_antimatter_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_eludium_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_acean_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_rad_bloom_produces_add, Category: Pops, AI Economy
- planet_livestock_sr_tiyanki_parts_produces_add, Category: Pops, AI Economy
- planet_technician_time_produces_add, Category: Pops, AI Economy
- planet_technician_time_produces_mult, Category: Pops, AI Economy
- planet_technician_time_upkeep_add, Category: Pops, AI Economy
- planet_technician_time_upkeep_mult, Category: Pops, AI Economy
- planet_technician_energy_produces_add, Category: Pops, AI Economy
- planet_technician_energy_produces_mult, Category: Pops, AI Economy
- planet_technician_energy_upkeep_add, Category: Pops, AI Economy
- planet_technician_energy_upkeep_mult, Category: Pops, AI Economy
- planet_technician_minerals_produces_add, Category: Pops, AI Economy
- planet_technician_minerals_produces_mult, Category: Pops, AI Economy
- planet_technician_minerals_upkeep_add, Category: Pops, AI Economy
- planet_technician_minerals_upkeep_mult, Category: Pops, AI Economy
- planet_technician_food_produces_add, Category: Pops, AI Economy
- planet_technician_food_produces_mult, Category: Pops, AI Economy
- planet_technician_food_upkeep_add, Category: Pops, AI Economy
- planet_technician_food_upkeep_mult, Category: Pops, AI Economy
- planet_technician_physics_research_produces_add, Category: Pops, AI Economy
- planet_technician_physics_research_produces_mult, Category: Pops, AI Economy
- planet_technician_physics_research_upkeep_add, Category: Pops, AI Economy
- planet_technician_physics_research_upkeep_mult, Category: Pops, AI Economy
- planet_technician_society_research_produces_add, Category: Pops, AI Economy
- planet_technician_society_research_produces_mult, Category: Pops, AI Economy
- planet_technician_society_research_upkeep_add, Category: Pops, AI Economy
- planet_technician_society_research_upkeep_mult, Category: Pops, AI Economy
- planet_technician_engineering_research_produces_add, Category: Pops, AI Economy
- planet_technician_engineering_research_produces_mult, Category: Pops, AI Economy
- planet_technician_engineering_research_upkeep_add, Category: Pops, AI Economy
- planet_technician_engineering_research_upkeep_mult, Category: Pops, AI Economy
- planet_technician_influence_produces_add, Category: Pops, AI Economy
- planet_technician_influence_produces_mult, Category: Pops, AI Economy
- planet_technician_influence_upkeep_add, Category: Pops, AI Economy
- planet_technician_influence_upkeep_mult, Category: Pops, AI Economy
- planet_technician_unity_produces_add, Category: Pops, AI Economy
- planet_technician_unity_produces_mult, Category: Pops, AI Economy
- planet_technician_unity_upkeep_add, Category: Pops, AI Economy
- planet_technician_unity_upkeep_mult, Category: Pops, AI Economy
- planet_technician_consumer_goods_produces_add, Category: Pops, AI Economy
- planet_technician_consumer_goods_produces_mult, Category: Pops, AI Economy
- planet_technician_consumer_goods_upkeep_add, Category: Pops, AI Economy
- planet_technician_consumer_goods_upkeep_mult, Category: Pops, AI Economy
- planet_technician_alloys_produces_add, Category: Pops, AI Economy
- planet_technician_alloys_produces_mult, Category: Pops, AI Economy
- planet_technician_alloys_upkeep_add, Category: Pops, AI Economy
- planet_technician_alloys_upkeep_mult, Category: Pops, AI Economy
- planet_technician_volatile_motes_produces_add, Category: Pops, AI Economy
- planet_technician_volatile_motes_produces_mult, Category: Pops, AI Economy
- planet_technician_volatile_motes_upkeep_add, Category: Pops, AI Economy
- planet_technician_volatile_motes_upkeep_mult, Category: Pops, AI Economy
- planet_technician_exotic_gases_produces_add, Category: Pops, AI Economy
- planet_technician_exotic_gases_produces_mult, Category: Pops, AI Economy
- planet_technician_exotic_gases_upkeep_add, Category: Pops, AI Economy
- planet_technician_exotic_gases_upkeep_mult, Category: Pops, AI Economy
- planet_technician_rare_crystals_produces_add, Category: Pops, AI Economy
- planet_technician_rare_crystals_produces_mult, Category: Pops, AI Economy
- planet_technician_rare_crystals_upkeep_add, Category: Pops, AI Economy
- planet_technician_rare_crystals_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_living_metal_produces_add, Category: Pops, AI Economy
- planet_technician_sr_living_metal_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_living_metal_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_living_metal_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_zro_produces_add, Category: Pops, AI Economy
- planet_technician_sr_zro_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_zro_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_zro_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_dark_matter_produces_add, Category: Pops, AI Economy
- planet_technician_sr_dark_matter_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_dark_matter_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_dark_matter_upkeep_mult, Category: Pops, AI Economy
- planet_technician_nanites_produces_add, Category: Pops, AI Economy
- planet_technician_nanites_produces_mult, Category: Pops, AI Economy
- planet_technician_nanites_upkeep_add, Category: Pops, AI Economy
- planet_technician_nanites_upkeep_mult, Category: Pops, AI Economy
- planet_technician_minor_artifacts_produces_add, Category: Pops, AI Economy
- planet_technician_minor_artifacts_produces_mult, Category: Pops, AI Economy
- planet_technician_minor_artifacts_upkeep_add, Category: Pops, AI Economy
- planet_technician_minor_artifacts_upkeep_mult, Category: Pops, AI Economy
- planet_technician_menace_produces_add, Category: Pops, AI Economy
- planet_technician_menace_produces_mult, Category: Pops, AI Economy
- planet_technician_menace_upkeep_add, Category: Pops, AI Economy
- planet_technician_menace_upkeep_mult, Category: Pops, AI Economy
- planet_technician_larva_produces_add, Category: Pops, AI Economy
- planet_technician_larva_produces_mult, Category: Pops, AI Economy
- planet_technician_larva_upkeep_add, Category: Pops, AI Economy
- planet_technician_larva_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_strange_matter_produces_add, Category: Pops, AI Economy
- planet_technician_sr_strange_matter_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_strange_matter_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_strange_matter_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_quark_gluon_plasma_produces_add, Category: Pops, AI Economy
- planet_technician_sr_quark_gluon_plasma_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_quark_gluon_plasma_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_quark_gluon_plasma_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_antimatter_produces_add, Category: Pops, AI Economy
- planet_technician_sr_antimatter_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_antimatter_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_antimatter_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_eludium_produces_add, Category: Pops, AI Economy
- planet_technician_sr_eludium_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_eludium_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_eludium_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_acean_produces_add, Category: Pops, AI Economy
- planet_technician_sr_acean_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_acean_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_acean_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_rad_bloom_produces_add, Category: Pops, AI Economy
- planet_technician_sr_rad_bloom_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_rad_bloom_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_rad_bloom_upkeep_mult, Category: Pops, AI Economy
- planet_technician_sr_tiyanki_parts_produces_add, Category: Pops, AI Economy
- planet_technician_sr_tiyanki_parts_produces_mult, Category: Pops, AI Economy
- planet_technician_sr_tiyanki_parts_upkeep_add, Category: Pops, AI Economy
- planet_technician_sr_tiyanki_parts_upkeep_mult, Category: Pops, AI Economy
- planet_technician_produces_mult, Category: Pops, AI Economy
- planet_technician_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_time_produces_add, Category: Pops, AI Economy
- planet_administrators_time_produces_mult, Category: Pops, AI Economy
- planet_administrators_time_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_energy_produces_add, Category: Pops, AI Economy
- planet_administrators_energy_produces_mult, Category: Pops, AI Economy
- planet_administrators_energy_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_minerals_produces_add, Category: Pops, AI Economy
- planet_administrators_minerals_produces_mult, Category: Pops, AI Economy
- planet_administrators_minerals_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_food_produces_add, Category: Pops, AI Economy
- planet_administrators_food_produces_mult, Category: Pops, AI Economy
- planet_administrators_food_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_physics_research_produces_add, Category: Pops, AI Economy
- planet_administrators_physics_research_produces_mult, Category: Pops, AI Economy
- planet_administrators_physics_research_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_society_research_produces_add, Category: Pops, AI Economy
- planet_administrators_society_research_produces_mult, Category: Pops, AI Economy
- planet_administrators_society_research_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_engineering_research_produces_add, Category: Pops, AI Economy
- planet_administrators_engineering_research_produces_mult, Category: Pops, AI Economy
- planet_administrators_engineering_research_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_influence_produces_add, Category: Pops, AI Economy
- planet_administrators_influence_produces_mult, Category: Pops, AI Economy
- planet_administrators_influence_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_unity_produces_add, Category: Pops, AI Economy
- planet_administrators_unity_produces_mult, Category: Pops, AI Economy
- planet_administrators_unity_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_consumer_goods_produces_add, Category: Pops, AI Economy
- planet_administrators_consumer_goods_produces_mult, Category: Pops, AI Economy
- planet_administrators_consumer_goods_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_alloys_produces_add, Category: Pops, AI Economy
- planet_administrators_alloys_produces_mult, Category: Pops, AI Economy
- planet_administrators_alloys_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_volatile_motes_produces_add, Category: Pops, AI Economy
- planet_administrators_volatile_motes_produces_mult, Category: Pops, AI Economy
- planet_administrators_volatile_motes_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_exotic_gases_produces_add, Category: Pops, AI Economy
- planet_administrators_exotic_gases_produces_mult, Category: Pops, AI Economy
- planet_administrators_exotic_gases_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_rare_crystals_produces_add, Category: Pops, AI Economy
- planet_administrators_rare_crystals_produces_mult, Category: Pops, AI Economy
- planet_administrators_rare_crystals_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_living_metal_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_living_metal_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_living_metal_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_zro_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_zro_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_zro_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_dark_matter_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_dark_matter_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_dark_matter_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_nanites_produces_add, Category: Pops, AI Economy
- planet_administrators_nanites_produces_mult, Category: Pops, AI Economy
- planet_administrators_nanites_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_minor_artifacts_produces_add, Category: Pops, AI Economy
- planet_administrators_minor_artifacts_produces_mult, Category: Pops, AI Economy
- planet_administrators_minor_artifacts_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_menace_produces_add, Category: Pops, AI Economy
- planet_administrators_menace_produces_mult, Category: Pops, AI Economy
- planet_administrators_menace_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_larva_produces_add, Category: Pops, AI Economy
- planet_administrators_larva_produces_mult, Category: Pops, AI Economy
- planet_administrators_larva_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_strange_matter_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_strange_matter_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_strange_matter_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_quark_gluon_plasma_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_quark_gluon_plasma_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_quark_gluon_plasma_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_antimatter_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_antimatter_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_antimatter_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_eludium_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_eludium_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_eludium_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_acean_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_acean_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_acean_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_rad_bloom_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_rad_bloom_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_rad_bloom_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_sr_tiyanki_parts_produces_add, Category: Pops, AI Economy
- planet_administrators_sr_tiyanki_parts_produces_mult, Category: Pops, AI Economy
- planet_administrators_sr_tiyanki_parts_upkeep_mult, Category: Pops, AI Economy
- planet_administrators_produces_mult, Category: Pops, AI Economy
- planet_administrators_upkeep_mult, Category: Pops, AI Economy
- planet_executives_time_produces_mult, Category: Pops, AI Economy
- planet_executives_energy_produces_mult, Category: Pops, AI Economy
- planet_executives_minerals_produces_mult, Category: Pops, AI Economy
- planet_executives_food_produces_mult, Category: Pops, AI Economy
- planet_executives_physics_research_produces_mult, Category: Pops, AI Economy
- planet_executives_society_research_produces_mult, Category: Pops, AI Economy
- planet_executives_engineering_research_produces_mult, Category: Pops, AI Economy
- planet_executives_influence_produces_mult, Category: Pops, AI Economy
- planet_executives_unity_produces_mult, Category: Pops, AI Economy
- planet_executives_consumer_goods_produces_mult, Category: Pops, AI Economy
- planet_executives_alloys_produces_mult, Category: Pops, AI Economy
- planet_executives_volatile_motes_produces_mult, Category: Pops, AI Economy
- planet_executives_exotic_gases_produces_mult, Category: Pops, AI Economy
- planet_executives_rare_crystals_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_living_metal_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_zro_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_dark_matter_produces_mult, Category: Pops, AI Economy
- planet_executives_nanites_produces_mult, Category: Pops, AI Economy
- planet_executives_minor_artifacts_produces_mult, Category: Pops, AI Economy
- planet_executives_menace_produces_mult, Category: Pops, AI Economy
- planet_executives_larva_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_strange_matter_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_quark_gluon_plasma_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_antimatter_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_eludium_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_acean_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_rad_bloom_produces_mult, Category: Pops, AI Economy
- planet_executives_sr_tiyanki_parts_produces_mult, Category: Pops, AI Economy
- planet_executives_produces_mult, Category: Pops, AI Economy
- planet_managers_time_produces_add, Category: Pops, AI Economy
- planet_managers_time_produces_mult, Category: Pops, AI Economy
- planet_managers_energy_produces_add, Category: Pops, AI Economy
- planet_managers_energy_produces_mult, Category: Pops, AI Economy
- planet_managers_minerals_produces_add, Category: Pops, AI Economy
- planet_managers_minerals_produces_mult, Category: Pops, AI Economy
- planet_managers_food_produces_add, Category: Pops, AI Economy
- planet_managers_food_produces_mult, Category: Pops, AI Economy
- planet_managers_physics_research_produces_add, Category: Pops, AI Economy
- planet_managers_physics_research_produces_mult, Category: Pops, AI Economy
- planet_managers_society_research_produces_add, Category: Pops, AI Economy
- planet_managers_society_research_produces_mult, Category: Pops, AI Economy
- planet_managers_engineering_research_produces_add, Category: Pops, AI Economy
- planet_managers_engineering_research_produces_mult, Category: Pops, AI Economy
- planet_managers_influence_produces_add, Category: Pops, AI Economy
- planet_managers_influence_produces_mult, Category: Pops, AI Economy
- planet_managers_unity_produces_add, Category: Pops, AI Economy
- planet_managers_unity_produces_mult, Category: Pops, AI Economy
- planet_managers_consumer_goods_produces_add, Category: Pops, AI Economy
- planet_managers_consumer_goods_produces_mult, Category: Pops, AI Economy
- planet_managers_alloys_produces_add, Category: Pops, AI Economy
- planet_managers_alloys_produces_mult, Category: Pops, AI Economy
- planet_managers_volatile_motes_produces_add, Category: Pops, AI Economy
- planet_managers_volatile_motes_produces_mult, Category: Pops, AI Economy
- planet_managers_exotic_gases_produces_add, Category: Pops, AI Economy
- planet_managers_exotic_gases_produces_mult, Category: Pops, AI Economy
- planet_managers_rare_crystals_produces_add, Category: Pops, AI Economy
- planet_managers_rare_crystals_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_living_metal_produces_add, Category: Pops, AI Economy
- planet_managers_sr_living_metal_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_zro_produces_add, Category: Pops, AI Economy
- planet_managers_sr_zro_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_dark_matter_produces_add, Category: Pops, AI Economy
- planet_managers_sr_dark_matter_produces_mult, Category: Pops, AI Economy
- planet_managers_nanites_produces_add, Category: Pops, AI Economy
- planet_managers_nanites_produces_mult, Category: Pops, AI Economy
- planet_managers_minor_artifacts_produces_add, Category: Pops, AI Economy
- planet_managers_minor_artifacts_produces_mult, Category: Pops, AI Economy
- planet_managers_menace_produces_add, Category: Pops, AI Economy
- planet_managers_menace_produces_mult, Category: Pops, AI Economy
- planet_managers_larva_produces_add, Category: Pops, AI Economy
- planet_managers_larva_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_strange_matter_produces_add, Category: Pops, AI Economy
- planet_managers_sr_strange_matter_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_quark_gluon_plasma_produces_add, Category: Pops, AI Economy
- planet_managers_sr_quark_gluon_plasma_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_antimatter_produces_add, Category: Pops, AI Economy
- planet_managers_sr_antimatter_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_eludium_produces_add, Category: Pops, AI Economy
- planet_managers_sr_eludium_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_acean_produces_add, Category: Pops, AI Economy
- planet_managers_sr_acean_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_rad_bloom_produces_add, Category: Pops, AI Economy
- planet_managers_sr_rad_bloom_produces_mult, Category: Pops, AI Economy
- planet_managers_sr_tiyanki_parts_produces_add, Category: Pops, AI Economy
- planet_managers_sr_tiyanki_parts_produces_mult, Category: Pops, AI Economy
- planet_managers_produces_mult, Category: Pops, AI Economy
- planet_researchers_time_produces_mult, Category: Pops, AI Economy
- planet_researchers_time_upkeep_add, Category: Pops, AI Economy
- planet_researchers_time_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_energy_produces_mult, Category: Pops, AI Economy
- planet_researchers_energy_upkeep_add, Category: Pops, AI Economy
- planet_researchers_energy_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_minerals_produces_mult, Category: Pops, AI Economy
- planet_researchers_minerals_upkeep_add, Category: Pops, AI Economy
- planet_researchers_minerals_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_food_produces_mult, Category: Pops, AI Economy
- planet_researchers_food_upkeep_add, Category: Pops, AI Economy
- planet_researchers_food_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_physics_research_produces_mult, Category: Pops, AI Economy
- planet_researchers_physics_research_upkeep_add, Category: Pops, AI Economy
- planet_researchers_physics_research_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_society_research_produces_mult, Category: Pops, AI Economy
- planet_researchers_society_research_upkeep_add, Category: Pops, AI Economy
- planet_researchers_society_research_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_engineering_research_produces_mult, Category: Pops, AI Economy
- planet_researchers_engineering_research_upkeep_add, Category: Pops, AI Economy
- planet_researchers_engineering_research_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_influence_produces_mult, Category: Pops, AI Economy
- planet_researchers_influence_upkeep_add, Category: Pops, AI Economy
- planet_researchers_influence_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_unity_produces_mult, Category: Pops, AI Economy
- planet_researchers_unity_upkeep_add, Category: Pops, AI Economy
- planet_researchers_unity_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_consumer_goods_produces_mult, Category: Pops, AI Economy
- planet_researchers_consumer_goods_upkeep_add, Category: Pops, AI Economy
- planet_researchers_consumer_goods_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_alloys_produces_mult, Category: Pops, AI Economy
- planet_researchers_alloys_upkeep_add, Category: Pops, AI Economy
- planet_researchers_alloys_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_volatile_motes_produces_mult, Category: Pops, AI Economy
- planet_researchers_volatile_motes_upkeep_add, Category: Pops, AI Economy
- planet_researchers_volatile_motes_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_exotic_gases_produces_mult, Category: Pops, AI Economy
- planet_researchers_exotic_gases_upkeep_add, Category: Pops, AI Economy
- planet_researchers_exotic_gases_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_rare_crystals_produces_mult, Category: Pops, AI Economy
- planet_researchers_rare_crystals_upkeep_add, Category: Pops, AI Economy
- planet_researchers_rare_crystals_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_living_metal_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_living_metal_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_living_metal_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_zro_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_zro_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_zro_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_sr_dark_matter_produces_mult, Category: Pops, AI Economy
- planet_researchers_sr_dark_matter_upkeep_add, Category: Pops, AI Economy
- planet_researchers_sr_dark_matter_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_nanites_produces_mult, Category: Pops, AI Economy
- planet_researchers_nanites_upkeep_add, Category: Pops, AI Economy
- planet_researchers_nanites_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_minor_artifacts_produces_mult, Category: Pops, AI Economy
- planet_researchers_minor_artifacts_upkeep_add, Category: Pops, AI Economy
- planet_researchers_minor_artifacts_upkeep_mult, Category: Pops, AI Economy
- planet_researchers_menace_produces_mult, Category: Pops, AI Economy
